TYPE,DATE,START TIME,END TIME,USAGE (kWh),COST,NOTES
Electric usage,7/28/2025,17:00,17:14,0.04,$0.02,
Electric usage,7/28/2025,17:15,17:29,0.04,$0.02,
Electric usage,7/28/2025,17:30,17:44,0.04,$0.02,
Electric usage,7/28/2025,17:45,17:59,0.04,$0.02,
Electric usage,7/28/2025,18:00,18:14,0.06,$0.03,
Electric usage,7/28/2025,18:15,18:29,0.07,$0.03,
Electric usage,7/28/2025,18:30,18:44,0.06,$0.03,
Electric usage,7/28/2025,18:45,18:59,0.04,$0.03,
Electric usage,7/28/2025,19:00,19:14,0.04,$0.02,
Electric usage,7/28/2025,19:15,19:29,0.03,$0.02,
Electric usage,7/28/2025,19:30,19:44,0.05,$0.02,
Electric usage,7/28/2025,19:45,19:59,0.04,$0.02,
Electric usage,7/28/2025,20:00,20:14,0.05,$0.02,
Electric usage,7/28/2025,20:15,20:29,0.04,$0.02,
Electric usage,7/28/2025,20:30,20:44,0.04,$0.02,
Electric usage,7/28/2025,20:45,20:59,0.04,$0.02,
Electric usage,7/28/2025,21:00,21:14,0.04,$0.01,
Electric usage,7/28/2025,21:15,21:29,0.04,$0.01,
Electric usage,7/28/2025,21:30,21:44,0.03,$0.01,
Electric usage,7/28/2025,21:45,21:59,0.04,$0.01,
Electric usage,7/28/2025,22:00,22:14,0.05,$0.02,
Electric usage,7/28/2025,22:15,22:29,0.04,$0.02,
Electric usage,7/28/2025,22:30,22:44,0.04,$0.02,
Electric usage,7/28/2025,22:45,22:59,0.03,$0.02,
Electric usage,7/28/2025,23:00,23:14,0.03,$0.01,
Electric usage,7/28/2025,23:15,23:29,0.02,$0.01,
Electric usage,7/28/2025,23:30,23:44,0.03,$0.01,
Electric usage,7/28/2025,23:45,23:59,0.03,$0.01,
Electric usage,7/29/2025,0:00,0:14,0.03,$0.01,
Electric usage,7/29/2025,0:15,0:29,0.02,$0.01,
Electric usage,7/29/2025,0:30,0:44,0.03,$0.01,
Electric usage,7/29/2025,0:45,0:59,0.03,$0.01,
Electric usage,7/29/2025,1:00,1:14,0.03,$0.01,
Electric usage,7/29/2025,1:15,1:29,0.02,$0.01,
Electric usage,7/29/2025,1:30,1:44,0.03,$0.01,
Electric usage,7/29/2025,1:45,1:59,0.03,$0.01,
Electric usage,7/29/2025,2:00,2:14,0.03,$0.01,
Electric usage,7/29/2025,2:15,2:29,0.02,$0.01,
Electric usage,7/29/2025,2:30,2:44,0.03,$0.01,
Electric usage,7/29/2025,2:45,2:59,0.03,$0.01,
Electric usage,7/29/2025,3:00,3:14,0.03,$0.01,
Electric usage,7/29/2025,3:15,3:29,0.02,$0.01,
Electric usage,7/29/2025,3:30,3:44,0.03,$0.01,
Electric usage,7/29/2025,3:45,3:59,0.03,$0.01,
Electric usage,7/29/2025,4:00,4:14,0.03,$0.01,
Electric usage,7/29/2025,4:15,4:29,0.02,$0.01,
Electric usage,7/29/2025,4:30,4:44,0.03,$0.01,
Electric usage,7/29/2025,4:45,4:59,0.03,$0.01,
Electric usage,7/29/2025,5:00,5:14,0.03,$0.01,
Electric usage,7/29/2025,5:15,5:29,0.02,$0.01,
Electric usage,7/29/2025,5:30,5:44,0.03,$0.01,
Electric usage,7/29/2025,5:45,5:59,0.04,$0.01,
Electric usage,7/29/2025,6:00,6:14,0.03,$0.01,
Electric usage,7/29/2025,6:15,6:29,0.02,$0.01,
Electric usage,7/29/2025,6:30,6:44,0.03,$0.01,
Electric usage,7/29/2025,6:45,6:59,0.03,$0.01,
Electric usage,7/29/2025,7:00,7:14,0.02,$0.01,
Electric usage,7/29/2025,7:15,7:29,0.02,$0.01,
Electric usage,7/29/2025,7:30,7:44,0.04,$0.01,
Electric usage,7/29/2025,7:45,7:59,0.05,$0.01,
Electric usage,7/29/2025,8:00,8:14,0.3,$0.06,
Electric usage,7/29/2025,8:15,8:29,0.13,$0.06,
Electric usage,7/29/2025,8:30,8:44,0.08,$0.06,
Electric usage,7/29/2025,8:45,8:59,0.04,$0.06,
Electric usage,7/29/2025,9:00,9:14,0.04,$0.06,
Electric usage,7/29/2025,9:15,9:29,0.3,$0.06,
Electric usage,7/29/2025,9:30,9:44,0.24,$0.06,
Electric usage,7/29/2025,9:45,9:59,0.03,$0.06,
Electric usage,7/29/2025,10:00,10:14,0.02,$0.01,
Electric usage,7/29/2025,10:15,10:29,0.02,$0.01,
Electric usage,7/29/2025,10:30,10:44,0.03,$0.01,
Electric usage,7/29/2025,10:45,10:59,0.03,$0.01,
Electric usage,7/29/2025,11:00,11:14,0.02,$0.01,
Electric usage,7/29/2025,11:15,11:29,0.02,$0.01,
Electric usage,7/29/2025,11:30,11:44,0.03,$0.01,
Electric usage,7/29/2025,11:45,11:59,0.03,$0.01,
Electric usage,7/29/2025,12:00,12:14,0.02,$0.01,
Electric usage,7/29/2025,12:15,12:29,0.02,$0.01,
Electric usage,7/29/2025,12:30,12:44,0.03,$0.01,
Electric usage,7/29/2025,12:45,12:59,0.03,$0.01,
Electric usage,7/29/2025,13:00,13:14,0.03,$0.02,
Electric usage,7/29/2025,13:15,13:29,0.03,$0.02,
Electric usage,7/29/2025,13:30,13:44,0.09,$0.02,
Electric usage,7/29/2025,13:45,13:59,0.06,$0.02,
Electric usage,7/29/2025,14:00,14:14,0.04,$0.01,
Electric usage,7/29/2025,14:15,14:29,0.05,$0.01,
Electric usage,7/29/2025,14:30,14:44,0.03,$0.01,
Electric usage,7/29/2025,14:45,14:59,0.02,$0.01,
Electric usage,7/29/2025,15:00,15:14,0.03,$0.01,
Electric usage,7/29/2025,15:15,15:29,0.03,$0.01,
Electric usage,7/29/2025,15:30,15:44,0.03,$0.01,
Electric usage,7/29/2025,15:45,15:59,0.03,$0.01,
Electric usage,7/29/2025,16:00,16:14,0.03,$0.01,
Electric usage,7/29/2025,16:15,16:29,0.02,$0.01,
Electric usage,7/29/2025,16:30,16:44,0.03,$0.01,
Electric usage,7/29/2025,16:45,16:59,0.03,$0.01,
Electric usage,7/29/2025,17:00,17:14,0.02,$0.02,
Electric usage,7/29/2025,17:15,17:29,0.03,$0.02,
Electric usage,7/29/2025,17:30,17:44,0.03,$0.02,
Electric usage,7/29/2025,17:45,17:59,0.04,$0.02,
Electric usage,7/29/2025,18:00,18:14,0.35,$0.32,
Electric usage,7/29/2025,18:15,18:29,0.96,$0.32,
Electric usage,7/29/2025,18:30,18:44,0.86,$0.32,
Electric usage,7/29/2025,18:45,18:59,0.26,$0.32,
Electric usage,7/29/2025,19:00,19:14,0.04,$0.02,
Electric usage,7/29/2025,19:15,19:29,0.03,$0.02,
Electric usage,7/29/2025,19:30,19:44,0.02,$0.02,
Electric usage,7/29/2025,19:45,19:59,0.03,$0.02,
Electric usage,7/29/2025,20:00,20:14,0.05,$0.02,
Electric usage,7/29/2025,20:15,20:29,0.03,$0.02,
Electric usage,7/29/2025,20:30,20:44,0.03,$0.02,
Electric usage,7/29/2025,20:45,20:59,0.04,$0.02,
Electric usage,7/29/2025,21:00,21:14,0.04,$0.01,
Electric usage,7/29/2025,21:15,21:29,0.03,$0.01,
Electric usage,7/29/2025,21:30,21:44,0.03,$0.01,
Electric usage,7/29/2025,21:45,21:59,0.04,$0.01,
Electric usage,7/29/2025,22:00,22:14,0.04,$0.01,
Electric usage,7/29/2025,22:15,22:29,0.04,$0.01,
Electric usage,7/29/2025,22:30,22:44,0.03,$0.01,
Electric usage,7/29/2025,22:45,22:59,0.03,$0.01,
Electric usage,7/29/2025,23:00,23:14,0.03,$0.01,
Electric usage,7/29/2025,23:15,23:29,0.03,$0.01,
Electric usage,7/29/2025,23:30,23:44,0.02,$0.01,
Electric usage,7/29/2025,23:45,23:59,0.03,$0.01,
Electric usage,7/30/2025,0:00,0:14,0.03,$0.01,
Electric usage,7/30/2025,0:15,0:29,0.02,$0.01,
Electric usage,7/30/2025,0:30,0:44,0.02,$0.01,
Electric usage,7/30/2025,0:45,0:59,0.03,$0.01,
Electric usage,7/30/2025,1:00,1:14,0.03,$0.01,
Electric usage,7/30/2025,1:15,1:29,0.02,$0.01,
Electric usage,7/30/2025,1:30,1:44,0.03,$0.01,
Electric usage,7/30/2025,1:45,1:59,0.03,$0.01,
Electric usage,7/30/2025,2:00,2:14,0.03,$0.01,
Electric usage,7/30/2025,2:15,2:29,0.02,$0.01,
Electric usage,7/30/2025,2:30,2:44,0.03,$0.01,
Electric usage,7/30/2025,2:45,2:59,0.03,$0.01,
Electric usage,7/30/2025,3:00,3:14,0.02,$0.01,
Electric usage,7/30/2025,3:15,3:29,0.02,$0.01,
Electric usage,7/30/2025,3:30,3:44,0.03,$0.01,
Electric usage,7/30/2025,3:45,3:59,0.02,$0.01,
Electric usage,7/30/2025,4:00,4:14,0.02,$0.01,
Electric usage,7/30/2025,4:15,4:29,0.03,$0.01,
Electric usage,7/30/2025,4:30,4:44,0.03,$0.01,
Electric usage,7/30/2025,4:45,4:59,0.02,$0.01,
Electric usage,7/30/2025,5:00,5:14,0.02,$0.01,
Electric usage,7/30/2025,5:15,5:29,0.03,$0.01,
Electric usage,7/30/2025,5:30,5:44,0.02,$0.01,
Electric usage,7/30/2025,5:45,5:59,0.02,$0.01,
Electric usage,7/30/2025,6:00,6:14,0.03,$0.01,
Electric usage,7/30/2025,6:15,6:29,0.04,$0.01,
Electric usage,7/30/2025,6:30,6:44,0.02,$0.01,
Electric usage,7/30/2025,6:45,6:59,0.03,$0.01,
Electric usage,7/30/2025,7:00,7:14,0.03,$0.01,
Electric usage,7/30/2025,7:15,7:29,0.02,$0.01,
Electric usage,7/30/2025,7:30,7:44,0.03,$0.01,
Electric usage,7/30/2025,7:45,7:59,0.04,$0.01,
Electric usage,7/30/2025,8:00,8:14,0.03,$0.06,
Electric usage,7/30/2025,8:15,8:29,0.44,$0.06,
Electric usage,7/30/2025,8:30,8:44,0.04,$0.06,
Electric usage,7/30/2025,8:45,8:59,0.04,$0.06,
Electric usage,7/30/2025,9:00,9:14,0.04,$0.01,
Electric usage,7/30/2025,9:15,9:29,0.03,$0.01,
Electric usage,7/30/2025,9:30,9:44,0.04,$0.01,
Electric usage,7/30/2025,9:45,9:59,0.04,$0.01,
Electric usage,7/30/2025,10:00,10:14,0.03,$0.01,
Electric usage,7/30/2025,10:15,10:29,0.03,$0.01,
Electric usage,7/30/2025,10:30,10:44,0.04,$0.01,
Electric usage,7/30/2025,10:45,10:59,0.04,$0.01,
Electric usage,7/30/2025,11:00,11:14,0.03,$0.01,
Electric usage,7/30/2025,11:15,11:29,0.04,$0.01,
Electric usage,7/30/2025,11:30,11:44,0.04,$0.01,
Electric usage,7/30/2025,11:45,11:59,0.04,$0.01,
Electric usage,7/30/2025,12:00,12:14,0.03,$0.03,
Electric usage,7/30/2025,12:15,12:29,0.2,$0.03,
Electric usage,7/30/2025,12:30,12:44,0.04,$0.03,
Electric usage,7/30/2025,12:45,12:59,0.06,$0.03,
Electric usage,7/30/2025,13:00,13:14,0.07,$0.03,
Electric usage,7/30/2025,13:15,13:29,0.04,$0.03,
Electric usage,7/30/2025,13:30,13:44,0.09,$0.03,
Electric usage,7/30/2025,13:45,13:59,0.09,$0.03,
Electric usage,7/30/2025,14:00,14:14,0.05,$0.02,
Electric usage,7/30/2025,14:15,14:29,0.06,$0.02,
Electric usage,7/30/2025,14:30,14:44,0.04,$0.02,
Electric usage,7/30/2025,14:45,14:59,0.03,$0.02,
Electric usage,7/30/2025,15:00,15:14,0.04,$0.02,
Electric usage,7/30/2025,15:15,15:29,0.04,$0.02,
Electric usage,7/30/2025,15:30,15:44,0.03,$0.02,
Electric usage,7/30/2025,15:45,15:59,0.04,$0.02,
Electric usage,7/30/2025,16:00,16:14,0.06,$0.04,
Electric usage,7/30/2025,16:15,16:29,0.16,$0.04,
Electric usage,7/30/2025,16:30,16:44,0.03,$0.04,
Electric usage,7/30/2025,16:45,16:59,0.04,$0.04,
Electric usage,7/30/2025,17:00,17:14,0.04,$0.02,
Electric usage,7/30/2025,17:15,17:29,0.03,$0.02,
Electric usage,7/30/2025,17:30,17:44,0.03,$0.02,
Electric usage,7/30/2025,17:45,17:59,0.04,$0.02,
Electric usage,7/30/2025,18:00,18:14,0.08,$0.03,
Electric usage,7/30/2025,18:15,18:29,0.08,$0.03,
Electric usage,7/30/2025,18:30,18:44,0.06,$0.03,
Electric usage,7/30/2025,18:45,18:59,0.04,$0.03,
Electric usage,7/30/2025,19:00,19:14,0.03,$0.02,
Electric usage,7/30/2025,19:15,19:29,0.02,$0.02,
Electric usage,7/30/2025,19:30,19:44,0.03,$0.02,
Electric usage,7/30/2025,19:45,19:59,0.05,$0.02,
Electric usage,7/30/2025,20:00,20:14,0.04,$0.05,
Electric usage,7/30/2025,20:15,20:29,0.22,$0.05,
Electric usage,7/30/2025,20:30,20:44,0.07,$0.05,
Electric usage,7/30/2025,20:45,20:59,0.07,$0.05,
Electric usage,7/30/2025,21:00,21:14,0.05,$0.02,
Electric usage,7/30/2025,21:15,21:29,0.05,$0.02,
Electric usage,7/30/2025,21:30,21:44,0.06,$0.02,
Electric usage,7/30/2025,21:45,21:59,0.06,$0.02,
Electric usage,7/30/2025,22:00,22:14,0.57,$0.15,
Electric usage,7/30/2025,22:15,22:29,0.29,$0.15,
Electric usage,7/30/2025,22:30,22:44,0.45,$0.15,
Electric usage,7/30/2025,22:45,22:59,0.14,$0.15,
Electric usage,7/30/2025,23:00,23:14,0.03,$0.01,
Electric usage,7/30/2025,23:15,23:29,0.02,$0.01,
Electric usage,7/30/2025,23:30,23:44,0.03,$0.01,
Electric usage,7/30/2025,23:45,23:59,0.03,$0.01,
Electric usage,7/31/2025,0:00,0:14,0.54,$0.06,
Electric usage,7/31/2025,0:15,0:29,0.02,$0.06,
Electric usage,7/31/2025,0:30,0:44,0.03,$0.06,
Electric usage,7/31/2025,0:45,0:59,0.03,$0.06,
Electric usage,7/31/2025,1:00,1:14,0.03,$0.06,
Electric usage,7/31/2025,1:15,1:29,0.46,$0.06,
Electric usage,7/31/2025,1:30,1:44,0.06,$0.06,
Electric usage,7/31/2025,1:45,1:59,0.08,$0.06,
Electric usage,7/31/2025,2:00,2:14,0.04,$0.06,
Electric usage,7/31/2025,2:15,2:29,0.05,$0.06,
Electric usage,7/31/2025,2:30,2:44,0.04,$0.06,
Electric usage,7/31/2025,2:45,2:59,0.45,$0.06,
Electric usage,7/31/2025,3:00,3:14,0.03,$0.01,
Electric usage,7/31/2025,3:15,3:29,0.03,$0.01,
Electric usage,7/31/2025,3:30,3:44,0.02,$0.01,
Electric usage,7/31/2025,3:45,3:59,0.03,$0.01,
Electric usage,7/31/2025,4:00,4:14,0.36,$0.05,
Electric usage,7/31/2025,4:15,4:29,0.12,$0.05,
Electric usage,7/31/2025,4:30,4:44,0.02,$0.05,
Electric usage,7/31/2025,4:45,4:59,0.03,$0.05,
Electric usage,7/31/2025,5:00,5:14,0.03,$0.06,
Electric usage,7/31/2025,5:15,5:29,0.02,$0.06,
Electric usage,7/31/2025,5:30,5:44,0.49,$0.06,
Electric usage,7/31/2025,5:45,5:59,0.04,$0.06,
Electric usage,7/31/2025,6:00,6:14,0.03,$0.01,
Electric usage,7/31/2025,6:15,6:29,0.02,$0.01,
Electric usage,7/31/2025,6:30,6:44,0.04,$0.01,
Electric usage,7/31/2025,6:45,6:59,0.03,$0.01,
Electric usage,7/31/2025,7:00,7:14,0.17,$0.07,
Electric usage,7/31/2025,7:15,7:29,0.44,$0.07,
Electric usage,7/31/2025,7:30,7:44,0.05,$0.07,
Electric usage,7/31/2025,7:45,7:59,0.05,$0.07,
Electric usage,7/31/2025,8:00,8:14,0.08,$0.03,
Electric usage,7/31/2025,8:15,8:29,0.12,$0.03,
Electric usage,7/31/2025,8:30,8:44,0.07,$0.03,
Electric usage,7/31/2025,8:45,8:59,0.08,$0.03,
Electric usage,7/31/2025,9:00,9:14,0.06,$0.05,
Electric usage,7/31/2025,9:15,9:29,0.19,$0.05,
Electric usage,7/31/2025,9:30,9:44,0.15,$0.05,
Electric usage,7/31/2025,9:45,9:59,0.13,$0.05,
Electric usage,7/31/2025,10:00,10:14,0.09,$0.07,
Electric usage,7/31/2025,10:15,10:29,0.21,$0.07,
Electric usage,7/31/2025,10:30,10:44,0.2,$0.07,
Electric usage,7/31/2025,10:45,10:59,0.2,$0.07,
Electric usage,7/31/2025,11:00,11:14,0.13,$0.07,
Electric usage,7/31/2025,11:15,11:29,0.12,$0.07,
Electric usage,7/31/2025,11:30,11:44,0.22,$0.07,
Electric usage,7/31/2025,11:45,11:59,0.19,$0.07,
Electric usage,7/31/2025,12:00,12:14,0.16,$0.04,
Electric usage,7/31/2025,12:15,12:29,0.12,$0.04,
Electric usage,7/31/2025,12:30,12:44,0.08,$0.04,
Electric usage,7/31/2025,12:45,12:59,0.03,$0.04,
Electric usage,7/31/2025,13:00,13:14,0.1,$0.06,
Electric usage,7/31/2025,13:15,13:29,0.14,$0.06,
Electric usage,7/31/2025,13:30,13:44,0.15,$0.06,
Electric usage,7/31/2025,13:45,13:59,0.19,$0.06,
Electric usage,7/31/2025,14:00,14:14,0.05,$0.02,
Electric usage,7/31/2025,14:15,14:29,0.04,$0.02,
Electric usage,7/31/2025,14:30,14:44,0.03,$0.02,
Electric usage,7/31/2025,14:45,14:59,0.04,$0.02,
Electric usage,7/31/2025,15:00,15:14,0.03,$0.02,
Electric usage,7/31/2025,15:15,15:29,0.03,$0.02,
Electric usage,7/31/2025,15:30,15:44,0.05,$0.02,
Electric usage,7/31/2025,15:45,15:59,0.05,$0.02,
Electric usage,7/31/2025,16:00,16:14,0.04,$0.02,
Electric usage,7/31/2025,16:15,16:29,0.04,$0.02,
Electric usage,7/31/2025,16:30,16:44,0.03,$0.02,
Electric usage,7/31/2025,16:45,16:59,0.02,$0.02,
Electric usage,7/31/2025,17:00,17:14,0.03,$0.02,
Electric usage,7/31/2025,17:15,17:29,0.03,$0.02,
Electric usage,7/31/2025,17:30,17:44,0.03,$0.02,
Electric usage,7/31/2025,17:45,17:59,0.05,$0.02,
Electric usage,7/31/2025,18:00,18:14,0.05,$0.04,
Electric usage,7/31/2025,18:15,18:29,0.08,$0.04,
Electric usage,7/31/2025,18:30,18:44,0.08,$0.04,
Electric usage,7/31/2025,18:45,18:59,0.07,$0.04,
Electric usage,7/31/2025,19:00,19:14,0.03,$0.02,
Electric usage,7/31/2025,19:15,19:29,0.03,$0.02,
Electric usage,7/31/2025,19:30,19:44,0.03,$0.02,
Electric usage,7/31/2025,19:45,19:59,0.04,$0.02,
Electric usage,7/31/2025,20:00,20:14,0.07,$0.03,
Electric usage,7/31/2025,20:15,20:29,0.05,$0.03,
Electric usage,7/31/2025,20:30,20:44,0.04,$0.03,
Electric usage,7/31/2025,20:45,20:59,0.04,$0.03,
Electric usage,7/31/2025,21:00,21:14,0.02,$0.01,
Electric usage,7/31/2025,21:15,21:29,0.04,$0.01,
Electric usage,7/31/2025,21:30,21:44,0.03,$0.01,
Electric usage,7/31/2025,21:45,21:59,0.03,$0.01,
Electric usage,7/31/2025,22:00,22:14,0.03,$0.10,
Electric usage,7/31/2025,22:15,22:29,0.07,$0.10,
Electric usage,7/31/2025,22:30,22:44,0.6,$0.10,
Electric usage,7/31/2025,22:45,22:59,0.27,$0.10,
Electric usage,7/31/2025,23:00,23:14,0.12,$0.05,
Electric usage,7/31/2025,23:15,23:29,0.07,$0.05,
Electric usage,7/31/2025,23:30,23:44,0.07,$0.05,
Electric usage,7/31/2025,23:45,23:59,0.24,$0.05,
Electric usage,8/1/2025,0:00,0:14,0.36,$0.07,
Electric usage,8/1/2025,0:15,0:29,0.2,$0.07,
Electric usage,8/1/2025,0:30,0:44,0.08,$0.07,
Electric usage,8/1/2025,0:45,0:59,0.07,$0.07,
Electric usage,8/1/2025,1:00,1:14,0.07,$0.06,
Electric usage,8/1/2025,1:15,1:29,0.06,$0.06,
Electric usage,8/1/2025,1:30,1:44,0.45,$0.06,
Electric usage,8/1/2025,1:45,1:59,0.06,$0.06,
Electric usage,8/1/2025,2:00,2:14,0.06,$0.02,
Electric usage,8/1/2025,2:15,2:29,0.05,$0.02,
Electric usage,8/1/2025,2:30,2:44,0.05,$0.02,
Electric usage,8/1/2025,2:45,2:59,0.06,$0.02,
Electric usage,8/1/2025,3:00,3:14,0.06,$0.06,
Electric usage,8/1/2025,3:15,3:29,0.05,$0.06,
Electric usage,8/1/2025,3:30,3:44,0.09,$0.06,
Electric usage,8/1/2025,3:45,3:59,0.44,$0.06,
Electric usage,8/1/2025,4:00,4:14,0.06,$0.06,
Electric usage,8/1/2025,4:15,4:29,0.05,$0.06,
Electric usage,8/1/2025,4:30,4:44,0.06,$0.06,
Electric usage,8/1/2025,4:45,4:59,0.45,$0.06,
Electric usage,8/1/2025,5:00,5:14,0.05,$0.02,
Electric usage,8/1/2025,5:15,5:29,0.05,$0.02,
Electric usage,8/1/2025,5:30,5:44,0.06,$0.02,
Electric usage,8/1/2025,5:45,5:59,0.06,$0.02,
Electric usage,8/1/2025,6:00,6:14,0.38,$0.06,
Electric usage,8/1/2025,6:15,6:29,0.13,$0.06,
Electric usage,8/1/2025,6:30,6:44,0.04,$0.06,
Electric usage,8/1/2025,6:45,6:59,0.03,$0.06,
Electric usage,8/1/2025,7:00,7:14,0.17,$0.03,
Electric usage,8/1/2025,7:15,7:29,0.06,$0.03,
Electric usage,8/1/2025,7:30,7:44,0.04,$0.03,
Electric usage,8/1/2025,7:45,7:59,0.06,$0.03,
Electric usage,8/1/2025,8:00,8:14,0.03,$0.02,
Electric usage,8/1/2025,8:15,8:29,0.03,$0.02,
Electric usage,8/1/2025,8:30,8:44,0.06,$0.02,
Electric usage,8/1/2025,8:45,8:59,0.04,$0.02,
Electric usage,8/1/2025,9:00,9:14,0.09,$0.07,
Electric usage,8/1/2025,9:15,9:29,0.05,$0.07,
Electric usage,8/1/2025,9:30,9:44,0.5,$0.07,
Electric usage,8/1/2025,9:45,9:59,0.05,$0.07,
Electric usage,8/1/2025,10:00,10:14,0.05,$0.02,
Electric usage,8/1/2025,10:15,10:29,0.05,$0.02,
Electric usage,8/1/2025,10:30,10:44,0.07,$0.02,
Electric usage,8/1/2025,10:45,10:59,0.06,$0.02,
Electric usage,8/1/2025,11:00,11:14,0.06,$0.02,
Electric usage,8/1/2025,11:15,11:29,0.05,$0.02,
Electric usage,8/1/2025,11:30,11:44,0.04,$0.02,
Electric usage,8/1/2025,11:45,11:59,0.03,$0.02,
Electric usage,8/1/2025,12:00,12:14,0.04,$0.02,
Electric usage,8/1/2025,12:15,12:29,0.04,$0.02,
Electric usage,8/1/2025,12:30,12:44,0.09,$0.02,
Electric usage,8/1/2025,12:45,12:59,0.06,$0.02,
Electric usage,8/1/2025,13:00,13:14,0.03,$0.01,
Electric usage,8/1/2025,13:15,13:29,0.03,$0.01,
Electric usage,8/1/2025,13:30,13:44,0.03,$0.01,
Electric usage,8/1/2025,13:45,13:59,0.03,$0.01,
Electric usage,8/1/2025,14:00,14:14,0.04,$0.01,
Electric usage,8/1/2025,14:15,14:29,0.04,$0.01,
Electric usage,8/1/2025,14:30,14:44,0.03,$0.01,
Electric usage,8/1/2025,14:45,14:59,0.03,$0.01,
Electric usage,8/1/2025,15:00,15:14,0.04,$0.02,
Electric usage,8/1/2025,15:15,15:29,0.04,$0.02,
Electric usage,8/1/2025,15:30,15:44,0.03,$0.02,
Electric usage,8/1/2025,15:45,15:59,0.04,$0.02,
Electric usage,8/1/2025,16:00,16:14,0.04,$0.02,
Electric usage,8/1/2025,16:15,16:29,0.03,$0.02,
Electric usage,8/1/2025,16:30,16:44,0.03,$0.02,
Electric usage,8/1/2025,16:45,16:59,0.04,$0.02,
Electric usage,8/1/2025,17:00,17:14,0.03,$0.02,
Electric usage,8/1/2025,17:15,17:29,0.03,$0.02,
Electric usage,8/1/2025,17:30,17:44,0.03,$0.02,
Electric usage,8/1/2025,17:45,17:59,0.07,$0.02,
Electric usage,8/1/2025,18:00,18:14,0.17,$0.05,
Electric usage,8/1/2025,18:15,18:29,0.05,$0.05,
Electric usage,8/1/2025,18:30,18:44,0.08,$0.05,
Electric usage,8/1/2025,18:45,18:59,0.07,$0.05,
Electric usage,8/1/2025,19:00,19:14,0.05,$0.02,
Electric usage,8/1/2025,19:15,19:29,0.05,$0.02,
Electric usage,8/1/2025,19:30,19:44,0.04,$0.02,
Electric usage,8/1/2025,19:45,19:59,0.02,$0.02,
Electric usage,8/1/2025,20:00,20:14,0.38,$0.06,
Electric usage,8/1/2025,20:15,20:29,0.05,$0.06,
Electric usage,8/1/2025,20:30,20:44,0.02,$0.06,
Electric usage,8/1/2025,20:45,20:59,0.03,$0.06,
Electric usage,8/1/2025,21:00,21:14,0.06,$0.02,
Electric usage,8/1/2025,21:15,21:29,0.06,$0.02,
Electric usage,8/1/2025,21:30,21:44,0.05,$0.02,
Electric usage,8/1/2025,21:45,21:59,0.05,$0.02,
Electric usage,8/1/2025,22:00,22:14,0.03,$0.01,
Electric usage,8/1/2025,22:15,22:29,0.03,$0.01,
Electric usage,8/1/2025,22:30,22:44,0.02,$0.01,
Electric usage,8/1/2025,22:45,22:59,0.03,$0.01,
Electric usage,8/1/2025,23:00,23:14,0.25,$0.06,
Electric usage,8/1/2025,23:15,23:29,0.27,$0.06,
Electric usage,8/1/2025,23:30,23:44,0.02,$0.06,
Electric usage,8/1/2025,23:45,23:59,0.03,$0.06,
Electric usage,8/2/2025,0:00,0:14,0.04,$0.01,
Electric usage,8/2/2025,0:15,0:29,0.03,$0.01,
Electric usage,8/2/2025,0:30,0:44,0.03,$0.01,
Electric usage,8/2/2025,0:45,0:59,0.03,$0.01,
Electric usage,8/2/2025,1:00,1:14,0.02,$0.05,
Electric usage,8/2/2025,1:15,1:29,0.41,$0.05,
Electric usage,8/2/2025,1:30,1:44,0.04,$0.05,
Electric usage,8/2/2025,1:45,1:59,0.03,$0.05,
Electric usage,8/2/2025,2:00,2:14,0.02,$0.01,
Electric usage,8/2/2025,2:15,2:29,0.03,$0.01,
Electric usage,8/2/2025,2:30,2:44,0.03,$0.01,
Electric usage,8/2/2025,2:45,2:59,0.02,$0.01,
Electric usage,8/2/2025,3:00,3:14,0.02,$0.05,
Electric usage,8/2/2025,3:15,3:29,0.4,$0.05,
Electric usage,8/2/2025,3:30,3:44,0.03,$0.05,
Electric usage,8/2/2025,3:45,3:59,0.02,$0.05,
Electric usage,8/2/2025,4:00,4:14,0.03,$0.05,
Electric usage,8/2/2025,4:15,4:29,0.03,$0.05,
Electric usage,8/2/2025,4:30,4:44,0.06,$0.05,
Electric usage,8/2/2025,4:45,4:59,0.4,$0.05,
Electric usage,8/2/2025,5:00,5:14,0.03,$0.02,
Electric usage,8/2/2025,5:15,5:29,0.02,$0.02,
Electric usage,8/2/2025,5:30,5:44,0.02,$0.02,
Electric usage,8/2/2025,5:45,5:59,0.13,$0.02,
Electric usage,8/2/2025,6:00,6:14,0.3,$0.08,
Electric usage,8/2/2025,6:15,6:29,0.02,$0.08,
Electric usage,8/2/2025,6:30,6:44,0.41,$0.08,
Electric usage,8/2/2025,6:45,6:59,0.03,$0.08,
Electric usage,8/2/2025,7:00,7:14,0.02,$0.15,
Electric usage,8/2/2025,7:15,7:29,0.02,$0.15,
Electric usage,8/2/2025,7:30,7:44,0.89,$0.15,
Electric usage,8/2/2025,7:45,7:59,0.6,$0.15,
Electric usage,8/2/2025,8:00,8:14,0.1,$0.02,
Electric usage,8/2/2025,8:15,8:29,0.03,$0.02,
Electric usage,8/2/2025,8:30,8:44,0.04,$0.02,
Electric usage,8/2/2025,8:45,8:59,0.03,$0.02,
Electric usage,8/2/2025,9:00,9:14,0.03,$0.06,
Electric usage,8/2/2025,9:15,9:29,0.51,$0.06,
